# Additional smearing matrix A_C for 1p_RHCFULL_pn2bin
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 2 smeared bins x 2 true bins.
smeared_bin	true_1	true_2
1	0.8686334813	-0.04760038377
2	-0.05956675089	0.6761111874
