# Additional smearing matrix A_C for 1p_RHCFULL_ppi2bin
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 2 smeared bins x 2 true bins.
smeared_bin	true_1	true_2
1	0.4115195917	0.01474740281
2	-0.3690260947	0.8162513385
