# Measurement-space curves for 1p_COMB_Wpipr.
# All model columns are ALREADY smeared by A_C and are directly
# comparable with unfolded_data bin by bin. Values are dsigma/dx in
# 1e-38 cm^2/(unit)/Ar; multiply by width to integrate.
bin	low	high	width	unfolded_data	stat_err	truth_smeared	tune_smeared	GENIE_smeared	GiBUU_smeared	NEUT_smeared	NuWro_smeared
0	1.08	1.19	0.11	1.2201537	0.50144877	1.0918801	1.0874038	nan	nan	nan	nan
1	1.19	1.23	0.04	1.2291734	0.51749197	1.1841977	1.1928006	nan	nan	nan	nan
2	1.23	1.27	0.04	1.2502595	0.50734173	1.1619315	1.1692498	nan	nan	nan	nan
3	1.27	1.34	0.07	1.2620574	0.47821742	1.0570848	1.0557557	nan	nan	nan	nan
4	1.34	1.47	0.13	0.79193431	0.44365407	0.78532265	0.78415864	nan	nan	nan	nan
5	1.47	2.9	1.43	0.029344305	0.060504245	0.024037167	0.025447301	nan	nan	nan	nan
