# Additional smearing matrix A_C for incl_FHC5_ppi2bin
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 2 smeared bins x 2 true bins.
smeared_bin	true_1	true_2
1	0.5273483861	0.01206953585
2	-0.513321355	0.8665617504
