# Additional smearing matrix A_C for 1p_RHCFULL_dalphat2bin
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 2 smeared bins x 2 true bins.
smeared_bin	true_1	true_2
1	0.7871926975	0.1403568419
2	0.2880413443	0.279524934
