# Additional smearing matrix A_C for 1p_FHC5_dphit2bin
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 2 smeared bins x 2 true bins.
smeared_bin	true_1	true_2
1	0.8473343095	-0.06671836824
2	-0.03315922981	0.6859433401
