# Additional smearing matrix A_C for 1p_FHC5_Wpipr
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 6 smeared bins x 6 true bins.
smeared_bin	true_1	true_2	true_3	true_4	true_5	true_6
1	0.4800368361	0.3578642085	0.1377865635	0.1442350466	0.1084171149	-0.01703939938
2	0.112392457	0.1746686567	0.1858352246	0.04635900259	0.02413693772	-0.004768668627
3	0.09880365967	0.153289089	0.1850363966	0.07485149521	0.01873810688	-0.004006936519
4	0.1751721166	0.1558124125	0.2003817093	0.2259835531	0.03215549706	-0.005180702065
5	0.3932606708	0.3018068559	-0.02003140375	0.01849438529	0.2672413962	-0.003452960147
6	-0.5273297727	-0.3177987337	0.05998909473	0.2880340666	0.4408758786	0.6522725176
