# Additional smearing matrix A_C for incl_COMB_ppi2bin
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 2 smeared bins x 2 true bins.
smeared_bin	true_1	true_2
1	0.2995427335	0.01745066074
2	-0.5895893201	0.7842339668
