# Additional smearing matrix A_C for 1p_RHCFULL_dpt2bin
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 2 smeared bins x 2 true bins.
smeared_bin	true_1	true_2
1	0.8889839997	-0.06875524547
2	0.08037007251	0.3738187252
