# Measurement-space curves for 1p_COMB_thmupi.
# All model columns are ALREADY smeared by A_C and are directly
# comparable with unfolded_data bin by bin. Values are dsigma/dx in
# 1e-38 cm^2/(unit)/Ar; multiply by width to integrate.
bin	low	high	width	unfolded_data	stat_err	truth_smeared	tune_smeared	GENIE_smeared	GiBUU_smeared	NEUT_smeared	NuWro_smeared
0	0	0.6	0.6	0.10380863	0.040410608	0.094715441	0.070153617	nan	nan	nan	nan
1	0.6	0.85	0.25	0.21600233	0.077387213	0.19366198	0.14528551	nan	nan	nan	nan
2	0.85	1.3	0.45	0.27932412	0.10105171	0.24878097	0.19158161	nan	nan	nan	nan
3	1.3	1.85	0.55	0.28134492	0.10605637	0.24939186	0.2007618	nan	nan	nan	nan
4	1.85	2.6	0.75	0.11278197	0.041444568	0.10309481	0.07307816	nan	nan	nan	nan
