# Additional smearing matrix A_C for incl_RHCFULL_costhmu
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 5 smeared bins x 5 true bins.
smeared_bin	true_1	true_2	true_3	true_4	true_5
1	0.1863085926	-0.1992578572	0.01549681835	0.2053536437	0.2430211306
2	0.01961811765	0.3957449931	-0.656090444	0.06907310477	0.2218101784
3	0.02916666914	-0.3789628979	0.2548278926	0.005862311926	0.233930151
4	0.02617721954	-0.2991615391	-0.3016366927	0.5780724047	0.284486159
5	0.03150091747	-0.3239178524	-0.4695701012	0.2372296199	0.8495480565
