# Additional smearing matrix A_C for incl_COMB_pmu
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 7 smeared bins x 7 true bins.
smeared_bin	true_1	true_2	true_3	true_4	true_5	true_6	true_7
1	0.06379426969	0.3405723581	0.2310011364	0.2786188838	0.1549927912	-0.1511958864	0.01085767821
2	-0.001009149943	0.3185125352	0.1855631997	0.2679915281	0.163497232	-0.09511462232	0.009252675838
3	-0.03096574079	0.2405019607	0.1413058415	0.2672724461	0.1766199362	-0.03776299121	0.007633553731
4	-0.04370489391	0.1568433242	0.06839133427	0.265470749	0.2004645927	0.01990545192	0.00622170014
5	-0.08330620592	0.1064515975	-0.03788706195	0.3338901401	0.3592347051	0.1368477858	0.008704002292
6	-0.2229612805	-0.07370018493	-0.2363954661	0.3811869053	0.5288595352	0.4952722759	0.03380267741
7	-0.6139875893	-0.2354156952	1.014788784	-0.01601064578	0.05180451367	-0.01286470145	0.8051595407
