# Additional smearing matrix A_C for 1p_FHC5_Whad
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 6 smeared bins x 6 true bins.
smeared_bin	true_1	true_2	true_3	true_4	true_5	true_6
1	0.3253623096	-0.1245943401	-0.2266455647	0.05037197843	0.1885833391	0.2478254087
2	-0.09103514682	0.5498368863	0.4047585968	0.07634707075	0.02283338225	0.03847239223
3	-0.03737203957	0.1339455621	0.2448015977	0.2065622606	0.09846657346	0.01035629944
4	-0.02607380399	0.06868474901	0.1587046254	0.2201598249	0.1403184545	0.006079210038
5	-0.02975018261	0.05024138396	0.153742095	0.3431275464	0.2747527285	0.006071850163
6	0.2923822997	0.213867587	-0.1505189203	-0.2339011505	0.04985989444	0.4938731203
