# Additional smearing matrix A_C for 1p_COMB_Whad
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 6 smeared bins x 6 true bins.
smeared_bin	true_1	true_2	true_3	true_4	true_5	true_6
1	0.6216201301	-0.009626618121	-0.0577901192	0.07360957935	-0.04790888447	-0.05516413972
2	-0.01866661108	0.6185140472	0.1075068424	-0.1039498122	-0.0421864423	-0.01057811081
3	-0.009553133597	0.04886907001	0.2426567597	0.2548284419	0.06773783785	-0.004407451604
4	-0.007140625698	-0.03693339555	0.2021288024	0.3114373025	0.1103947822	-0.002570997476
5	-0.009068433981	-0.1333851924	0.2715069628	0.5089266109	0.232936383	-0.00159048463
6	-0.2246394067	0.02974511683	-0.3093786612	-0.3894975968	0.4300260977	0.6636138678
