# Additional smearing matrix A_C for 1p_RHCFULL_costhmu
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 5 smeared bins x 5 true bins.
smeared_bin	true_1	true_2	true_3	true_4	true_5
1	0.07485576408	-0.7623182975	-0.1266579896	0.05435801303	0.6103040101
2	-0.0619466983	0.4925766117	-0.08826334112	0.1348357781	-0.08447703652
3	-0.04146421921	-0.147229852	0.4668977042	0.1124075986	0.08660418386
4	-0.02517781857	-0.1632585036	0.0240397624	0.4401631112	0.2178176334
5	-0.02320125523	-0.2046074835	-0.1227056826	0.3680779204	0.5640588159
