# Measurement-space curves for incl_COMB_thmupi.
# All model columns are ALREADY smeared by A_C and are directly
# comparable with unfolded_data bin by bin. Values are dsigma/dx in
# 1e-38 cm^2/(unit)/Ar; multiply by width to integrate.
bin	low	high	width	unfolded_data	stat_err	truth_smeared	tune_smeared	GENIE_smeared	GiBUU_smeared	NEUT_smeared	NuWro_smeared
0	0	0.6	0.6	0.21929044	0.063800706	0.19757362	0.19347222	0.14182147	0.17355497	0.25596799	0.25509263
1	0.6	0.85	0.25	0.38354906	0.1357408	0.39696712	0.40186058	0.29805052	0.40396471	0.51241051	0.46069399
2	0.85	1.3	0.45	0.47036808	0.17413465	0.47771634	0.48633681	0.36394872	0.50536427	0.60410126	0.53883792
3	1.3	1.85	0.55	0.46309641	0.17725771	0.42608855	0.43171151	0.32887232	0.46460924	0.51201693	0.47395455
4	1.85	2.6	0.75	0.18546095	0.072946274	0.20070775	0.19445223	0.1489977	0.20622439	0.24938432	0.24683468
