# Measurement-space curves for incl_FHC5_costhmu.
# All model columns are ALREADY smeared by A_C and are directly
# comparable with unfolded_data bin by bin. Values are dsigma/dx in
# 1e-38 cm^2/(unit)/Ar; multiply by width to integrate.
bin	low	high	width	unfolded_data	stat_err	truth_smeared	tune_smeared	GENIE_smeared	GiBUU_smeared	NEUT_smeared	NuWro_smeared
0	-1	0.45	1.45	0.10495342	0.047988331	0.11004747	0.11087396	0.086663106	0.1193454	0.14502835	0.14376154
1	0.45	0.65	0.2	0.39820172	0.14192764	0.36812692	0.37690126	0.29791531	0.39399166	0.53916921	0.5289056
2	0.65	0.8	0.15	0.55853034	0.33790921	0.72883589	0.7047985	0.55620694	0.79359107	0.95726297	0.89236585
3	0.8	0.9	0.1	1.4778479	0.60949933	1.3442103	1.4345295	1.1034002	1.540055	1.8799481	1.7650563
4	0.9	1	0.1	2.9683968	1.0106899	2.9756045	3.0474773	2.3744587	3.2162817	4.3938086	4.2547782
