# Additional smearing matrix A_C for 1p_RHCFULL_Whad
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 6 smeared bins x 6 true bins.
smeared_bin	true_1	true_2	true_3	true_4	true_5	true_6
1	0.4068459435	-0.08971614251	-0.1818740517	-0.00998031348	0.2691677888	0.2115856619
2	-0.06114891547	0.5832332566	0.3966467576	0.0857633464	0.01891674625	0.02430938069
3	-0.02251311624	0.1253073378	0.2752806912	0.2494917559	0.0792692246	0.003769332659
4	-0.01394591661	0.0581217084	0.1784275249	0.2563994341	0.1334095405	0.0008367295959
5	-0.01314974292	0.03432725498	0.1693027355	0.380877573	0.2850943972	-0.0009446068652
6	0.4719593098	0.2810315005	-0.2299538478	-0.5519607738	0.08424854279	0.4472522592
