# Measurement-space curves for 1p_RHCFULL_pmu.
# All model columns are ALREADY smeared by A_C and are directly
# comparable with unfolded_data bin by bin. Values are dsigma/dx in
# 1e-38 cm^2/(unit)/Ar; multiply by width to integrate.
bin	low	high	width	unfolded_data	stat_err	truth_smeared	tune_smeared	GENIE_smeared	GiBUU_smeared	NEUT_smeared	NuWro_smeared
0	0.15	0.35	0.2	0.3207091	0.13509078	0.27780771	0.27010748	nan	nan	nan	nan
1	0.35	0.55	0.2	0.28991408	0.11772016	0.24958751	0.24252142	nan	nan	nan	nan
2	0.55	0.75	0.2	0.25821779	0.10092878	0.22041039	0.21365578	nan	nan	nan	nan
3	0.75	0.95	0.2	0.2266329	0.085601607	0.19093369	0.18459811	nan	nan	nan	nan
4	0.95	1.25	0.3	0.18805376	0.069960277	0.15497631	0.14936793	nan	nan	nan	nan
5	1.25	1.75	0.5	0.13002461	0.053719845	0.10471092	0.10031209	nan	nan	nan	nan
6	1.75	3	1.25	0.070257821	0.038843791	0.067821085	0.067061706	nan	nan	nan	nan
