# Additional smearing matrix A_C for 1p_FHC5_pn2bin
# Compare a prediction p to the published result as (A_C . p), summing over
# the TRUE index. Row = smeared bin i, column = true bin j, value = A_C[i][j].
# 2 smeared bins x 2 true bins.
smeared_bin	true_1	true_2
1	0.8964331828	-0.03199081509
2	-0.06460832362	0.7727158346
